Nuovo Codice Prestazione Catalogo,Nuova Descrizione Prestazione,Accesso,Numero Prestazioni Erogate,Descrizione Completa Prestazione,Frequenza Erogazione
8852,Anticorpi  Anti Spike  Sars Cov2  Igg Test Quantitativo,12Altro Accesso Senza Oneri Per Ssn,1,8852  Anticorpi  Anti Spike  Sars Cov2  Igg Test Quantitativo  12Altro Accesso Senza Oneri Per Ssn,Bassa
8860,Sequenziamento Genomico Completo Sarscov2,12Altro Accesso Senza Oneri Per Ssn,18,8860  Sequenziamento Genomico Completo Sarscov2  12Altro Accesso Senza Oneri Per Ssn,Media
8870,Monkeypox Virus Dna Pcr Tampone Lesione,12Altro Accesso Senza Oneri Per Ssn,4,8870  Monkeypox Virus Dna Pcr Tampone Lesione  12Altro Accesso Senza Oneri Per Ssn,Bassa
8872,Monkeypox Virus Dna Pcr Tampone Faringeo,12Altro Accesso Senza Oneri Per Ssn,1,8872  Monkeypox Virus Dna Pcr Tampone Faringeo  12Altro Accesso Senza Oneri Per Ssn,Bassa
8873,Monkeypox Virus Dna Pcr Sangue,12Altro Accesso Senza Oneri Per Ssn,2,8873  Monkeypox Virus Dna Pcr Sangue  12Altro Accesso Senza Oneri Per Ssn,Bassa
8874,Monkeypox Virus Dna Pcr Materiale Vario,12Altro Accesso Senza Oneri Per Ssn,2,8874  Monkeypox Virus Dna Pcr Materiale Vario  12Altro Accesso Senza Oneri Per Ssn,Bassa
8875,Anticorpi Anti Recettore Nicotinico Nachr Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,186,8875  Anticorpi Anti Recettore Nicotinico Nachr Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Alta
8875,Anticorpi Anti Recettore Nicotinico Muscolare,12Altro Accesso Senza Oneri Per Ssn,30,8875  Anticorpi Anti Recettore Nicotinico Muscolare  12Altro Accesso Senza Oneri Per Ssn,Media
8886,Epatite B Virus Hbv Antigene Hbs Hbsag Qualitativo Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,112,8886  Epatite B Virus Hbv Antigene Hbs Hbsag Qualitativo Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Alta
8901,Analisi Mutazionale Geni Brca1 Brca2,12Altro Accesso Senza Oneri Per Ssn,3,8901  Analisi Mutazionale Geni Brca1 Brca2  12Altro Accesso Senza Oneri Per Ssn,Bassa
8902,Test Genomico Per Patologia Mammaria Neoplastica,12Altro Accesso Senza Oneri Per Ssn,91,8902  Test Genomico Per Patologia Mammaria Neoplastica  12Altro Accesso Senza Oneri Per Ssn,Media
8E41,,12Altro Accesso Senza Oneri Per Ssn,1,8E41    12Altro Accesso Senza Oneri Per Ssn,Bassa
8E41,Densitometria Ossea Lombare  Dexa,12Altro Accesso Senza Oneri Per Ssn,79,8E41  Densitometria Ossea Lombare  Dexa  12Altro Accesso Senza Oneri Per Ssn,Media
8E61,Densitometria Ossea Femorale  Dexa,12Altro Accesso Senza Oneri Per Ssn,77,8E61  Densitometria Ossea Femorale  Dexa  12Altro Accesso Senza Oneri Per Ssn,Media
8E64,Densitometria Ossea Ad Ultrasuoni,12Altro Accesso Senza Oneri Per Ssn,111,8E64  Densitometria Ossea Ad Ultrasuoni  12Altro Accesso Senza Oneri Per Ssn,Alta
8E81,Densitometria Ossea Total Body  Dexa,12Altro Accesso Senza Oneri Per Ssn,1,8E81  Densitometria Ossea Total Body  Dexa  12Altro Accesso Senza Oneri Per Ssn,Bassa
90383,,12Altro Accesso Senza Oneri Per Ssn,1,90383    12Altro Accesso Senza Oneri Per Ssn,Bassa
90705,,12Altro Accesso Senza Oneri Per Ssn,2,90705    12Altro Accesso Senza Oneri Per Ssn,Bassa
90705,Leucociti Conteggio Sg,12Altro Accesso Senza Oneri Per Ssn,1,90705  Leucociti Conteggio Sg  12Altro Accesso Senza Oneri Per Ssn,Bassa
90815,Tipizzazione Sottopopolazioni Di Cellule Del Sangue Per Ciascun Anticorpo,12Altro Accesso Senza Oneri Per Ssn,4,90815  Tipizzazione Sottopopolazioni Di Cellule Del Sangue Per Ciascun Anticorpo  12Altro Accesso Senza Oneri Per Ssn,Bassa
99713,Irradiazione,12Altro Accesso Senza Oneri Per Ssn,35,99713  Irradiazione  12Altro Accesso Senza Oneri Per Ssn,Media
99738,Plasma Da Aferesi,12Altro Accesso Senza Oneri Per Ssn,13,99738  Plasma Da Aferesi  12Altro Accesso Senza Oneri Per Ssn,Media
99758,Concentrato Eritrocitario Leucodepleto Mediante Filtrazione In Linea,12Altro Accesso Senza Oneri Per Ssn,239,99758  Concentrato Eritrocitario Leucodepleto Mediante Filtrazione In Linea  12Altro Accesso Senza Oneri Per Ssn,Alta
99766,Concentrato Piastrinico Da Aferesi Leucodepleto In Linea,12Altro Accesso Senza Oneri Per Ssn,13,99766  Concentrato Piastrinico Da Aferesi Leucodepleto In Linea  12Altro Accesso Senza Oneri Per Ssn,Media
99767,Concentrato Piastrinico Da Prelievo Multicomponente Leucodepleto In Linea,12Altro Accesso Senza Oneri Per Ssn,18,99767  Concentrato Piastrinico Da Prelievo Multicomponente Leucodepleto In Linea  12Altro Accesso Senza Oneri Per Ssn,Media
9C11,Studio Del Transito Esofageo,12Altro Accesso Senza Oneri Per Ssn,1,9C11  Studio Del Transito Esofageo  12Altro Accesso Senza Oneri Per Ssn,Bassa
9G22,Linfoscintigrafia  Ricerca Linfonodo Sentinella,12Altro Accesso Senza Oneri Per Ssn,1,9G22  Linfoscintigrafia  Ricerca Linfonodo Sentinella  12Altro Accesso Senza Oneri Per Ssn,Bassa
9G41,Scintigrafia Tiroidea,12Altro Accesso Senza Oneri Per Ssn,5,9G41  Scintigrafia Tiroidea  12Altro Accesso Senza Oneri Per Ssn,Bassa
9H111,,12Altro Accesso Senza Oneri Per Ssn,1,9H111    12Altro Accesso Senza Oneri Per Ssn,Bassa
9H111,Scintigrafia Total Body Con Iodio131 Dopo Terapia,12Altro Accesso Senza Oneri Per Ssn,2,9H111  Scintigrafia Total Body Con Iodio131 Dopo Terapia  12Altro Accesso Senza Oneri Per Ssn,Bassa
9H12,Pet Globale Corporea Con 11Ccolina O Con 18Fcolina,12Altro Accesso Senza Oneri Per Ssn,2,9H12  Pet Globale Corporea Con 11Ccolina O Con 18Fcolina  12Altro Accesso Senza Oneri Per Ssn,Bassa
A8191,,12Altro Accesso Senza Oneri Per Ssn,7,A8191    12Altro Accesso Senza Oneri Per Ssn,Bassa
Aj001,,12Altro Accesso Senza Oneri Per Ssn,3,Aj001    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ak433,,12Altro Accesso Senza Oneri Per Ssn,2437,Ak433    12Altro Accesso Senza Oneri Per Ssn,Alta
Akap033,,12Altro Accesso Senza Oneri Per Ssn,32,Akap033    12Altro Accesso Senza Oneri Per Ssn,Media
Akap034,,12Altro Accesso Senza Oneri Per Ssn,1,Akap034    12Altro Accesso Senza Oneri Per Ssn,Bassa
Akg300,,12Altro Accesso Senza Oneri Per Ssn,150,Akg300    12Altro Accesso Senza Oneri Per Ssn,Alta
Akmbat01,,12Altro Accesso Senza Oneri Per Ssn,60,Akmbat01    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc002,,12Altro Accesso Senza Oneri Per Ssn,114,Akpc002    12Altro Accesso Senza Oneri Per Ssn,Alta
Akpc004,,12Altro Accesso Senza Oneri Per Ssn,50,Akpc004    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc005,,12Altro Accesso Senza Oneri Per Ssn,115,Akpc005    12Altro Accesso Senza Oneri Per Ssn,Alta
Akpc007,,12Altro Accesso Senza Oneri Per Ssn,21,Akpc007    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc008,,12Altro Accesso Senza Oneri Per Ssn,21,Akpc008    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc009,,12Altro Accesso Senza Oneri Per Ssn,42,Akpc009    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc015,,12Altro Accesso Senza Oneri Per Ssn,160,Akpc015    12Altro Accesso Senza Oneri Per Ssn,Alta
Akpc016,,12Altro Accesso Senza Oneri Per Ssn,13,Akpc016    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc017,,12Altro Accesso Senza Oneri Per Ssn,21,Akpc017    12Altro Accesso Senza Oneri Per Ssn,Media
Akpc019,,12Altro Accesso Senza Oneri Per Ssn,19,Akpc019    12Altro Accesso Senza Oneri Per Ssn,Media
Akt001,,12Altro Accesso Senza Oneri Per Ssn,41,Akt001    12Altro Accesso Senza Oneri Per Ssn,Media
Akt002,,12Altro Accesso Senza Oneri Per Ssn,33,Akt002    12Altro Accesso Senza Oneri Per Ssn,Media
Akt005,,12Altro Accesso Senza Oneri Per Ssn,473,Akt005    12Altro Accesso Senza Oneri Per Ssn,Alta
Akt009,,12Altro Accesso Senza Oneri Per Ssn,406,Akt009    12Altro Accesso Senza Oneri Per Ssn,Alta
Akt011,,12Altro Accesso Senza Oneri Per Ssn,1291,Akt011    12Altro Accesso Senza Oneri Per Ssn,Alta
Akt012,,12Altro Accesso Senza Oneri Per Ssn,37,Akt012    12Altro Accesso Senza Oneri Per Ssn,Media
Akt013,,12Altro Accesso Senza Oneri Per Ssn,470,Akt013    12Altro Accesso Senza Oneri Per Ssn,Alta
Akt014,,12Altro Accesso Senza Oneri Per Ssn,10,Akt014    12Altro Accesso Senza Oneri Per Ssn,Bassa
Akt015,,12Altro Accesso Senza Oneri Per Ssn,993,Akt015    12Altro Accesso Senza Oneri Per Ssn,Alta
Akt017,,12Altro Accesso Senza Oneri Per Ssn,97,Akt017    12Altro Accesso Senza Oneri Per Ssn,Alta
Ambat002,,12Altro Accesso Senza Oneri Per Ssn,6,Ambat002    12Altro Accesso Senza Oneri Per Ssn,Bassa
Auop128B,,12Altro Accesso Senza Oneri Per Ssn,1,Auop128B    12Altro Accesso Senza Oneri Per Ssn,Bassa
B011,,12Altro Accesso Senza Oneri Per Ssn,1,B011    12Altro Accesso Senza Oneri Per Ssn,Bassa
B014,,12Altro Accesso Senza Oneri Per Ssn,1,B014    12Altro Accesso Senza Oneri Per Ssn,Bassa
B018,,12Altro Accesso Senza Oneri Per Ssn,14,B018    12Altro Accesso Senza Oneri Per Ssn,Media
B020,,12Altro Accesso Senza Oneri Per Ssn,3,B020    12Altro Accesso Senza Oneri Per Ssn,Bassa
B025,,12Altro Accesso Senza Oneri Per Ssn,51,B025    12Altro Accesso Senza Oneri Per Ssn,Media
Brca,,12Altro Accesso Senza Oneri Per Ssn,1,Brca    12Altro Accesso Senza Oneri Per Ssn,Bassa
C005,,12Altro Accesso Senza Oneri Per Ssn,1,C005    12Altro Accesso Senza Oneri Per Ssn,Bassa
Cd1,,12Altro Accesso Senza Oneri Per Ssn,622,Cd1    12Altro Accesso Senza Oneri Per Ssn,Alta
H094,,12Altro Accesso Senza Oneri Per Ssn,1,H094    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib002A,,12Altro Accesso Senza Oneri Per Ssn,47,Ib002A    12Altro Accesso Senza Oneri Per Ssn,Media
Ib002C,,12Altro Accesso Senza Oneri Per Ssn,39,Ib002C    12Altro Accesso Senza Oneri Per Ssn,Media
Ib002D,,12Altro Accesso Senza Oneri Per Ssn,47,Ib002D    12Altro Accesso Senza Oneri Per Ssn,Media
Ib005B,,12Altro Accesso Senza Oneri Per Ssn,7,Ib005B    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib005C,,12Altro Accesso Senza Oneri Per Ssn,7,Ib005C    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib007A,,12Altro Accesso Senza Oneri Per Ssn,1,Ib007A    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib008A,,12Altro Accesso Senza Oneri Per Ssn,7,Ib008A    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib009,,12Altro Accesso Senza Oneri Per Ssn,1,Ib009    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib010,,12Altro Accesso Senza Oneri Per Ssn,1,Ib010    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib011A,,12Altro Accesso Senza Oneri Per Ssn,1,Ib011A    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib011B,,12Altro Accesso Senza Oneri Per Ssn,1,Ib011B    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib011C,,12Altro Accesso Senza Oneri Per Ssn,1,Ib011C    12Altro Accesso Senza Oneri Per Ssn,Bassa
Ib017B,,12Altro Accesso Senza Oneri Per Ssn,48,Ib017B    12Altro Accesso Senza Oneri Per Ssn,Media
Ib023,,12Altro Accesso Senza Oneri Per Ssn,115,Ib023    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023A,,12Altro Accesso Senza Oneri Per Ssn,114,Ib023A    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023B,,12Altro Accesso Senza Oneri Per Ssn,115,Ib023B    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023C,,12Altro Accesso Senza Oneri Per Ssn,114,Ib023C    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023D,,12Altro Accesso Senza Oneri Per Ssn,115,Ib023D    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023F,,12Altro Accesso Senza Oneri Per Ssn,111,Ib023F    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib023H,,12Altro Accesso Senza Oneri Per Ssn,77,Ib023H    12Altro Accesso Senza Oneri Per Ssn,Media
Ib26,,12Altro Accesso Senza Oneri Per Ssn,170,Ib26    12Altro Accesso Senza Oneri Per Ssn,Alta
Ib27,,12Altro Accesso Senza Oneri Per Ssn,170,Ib27    12Altro Accesso Senza Oneri Per Ssn,Alta
J003,,12Altro Accesso Senza Oneri Per Ssn,2,J003    12Altro Accesso Senza Oneri Per Ssn,Bassa
K005,,12Altro Accesso Senza Oneri Per Ssn,484,K005    12Altro Accesso Senza Oneri Per Ssn,Alta
K007,,12Altro Accesso Senza Oneri Per Ssn,1,K007    12Altro Accesso Senza Oneri Per Ssn,Bassa
K014,,12Altro Accesso Senza Oneri Per Ssn,1,K014    12Altro Accesso Senza Oneri Per Ssn,Bassa
K114,,12Altro Accesso Senza Oneri Per Ssn,3,K114    12Altro Accesso Senza Oneri Per Ssn,Bassa
K212,,12Altro Accesso Senza Oneri Per Ssn,33,K212    12Altro Accesso Senza Oneri Per Ssn,Media
Kap114,,12Altro Accesso Senza Oneri Per Ssn,1,Kap114    12Altro Accesso Senza Oneri Per Ssn,Bassa
Kba020,Batteri Aerobi Anaerobi E Lieviti Esame Colturale Agoaspirato,12Altro Accesso Senza Oneri Per Ssn,1,Kba020  Batteri Aerobi Anaerobi E Lieviti Esame Colturale Agoaspirato  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kba097,Neisseria Gonorrhoeae Esame Colturale Tampone Vaginale,12Altro Accesso Senza Oneri Per Ssn,2,Kba097  Neisseria Gonorrhoeae Esame Colturale Tampone Vaginale  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc017,Bilirubina Reflex Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,7,Kcc017  Bilirubina Reflex Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc032,Globulina Da Trasporto Ormoni Sessuali Shbg Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,1,Kcc032  Globulina Da Trasporto Ormoni Sessuali Shbg Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc040,,12Altro Accesso Senza Oneri Per Ssn,25,Kcc040    12Altro Accesso Senza Oneri Per Ssn,Media
Kcc040,Liquido Seminale Spermiogramma Test Di Vitalita,12Altro Accesso Senza Oneri Per Ssn,2,Kcc040  Liquido Seminale Spermiogramma Test Di Vitalita  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc045,Osmolalitaosmolarita Determinazione Diretta Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,3,Kcc045  Osmolalitaosmolarita Determinazione Diretta Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc046,Osmolalitaosmolarita Determinazione Diretta Urina,12Altro Accesso Senza Oneri Per Ssn,1,Kcc046  Osmolalitaosmolarita Determinazione Diretta Urina  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc051,Prealbumina Siero,12Altro Accesso Senza Oneri Per Ssn,1,Kcc051  Prealbumina Siero  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc063,Telopeptide Cterminale Del Collagene Tipo 1 Siero,12Altro Accesso Senza Oneri Per Ssn,7,Kcc063  Telopeptide Cterminale Del Collagene Tipo 1 Siero  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kcc068,Proteina 4 Dell Epididimo Umano He4 Siero,12Altro Accesso Senza Oneri Per Ssn,1,Kcc068  Proteina 4 Dell Epididimo Umano He4 Siero  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kem004,Ddimero Elfa Sangue,12Altro Accesso Senza Oneri Per Ssn,8,Kem004  Ddimero Elfa Sangue  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kem010,Edoxaban Attivita Anti Fxa,12Altro Accesso Senza Oneri Per Ssn,1,Kem010  Edoxaban Attivita Anti Fxa  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgm109,Mutazione Fattore V Leiden,12Altro Accesso Senza Oneri Per Ssn,1,Kgm109  Mutazione Fattore V Leiden  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgm110,Mutazione Fattore Ii Protrombinico G20210A,12Altro Accesso Senza Oneri Per Ssn,1,Kgm110  Mutazione Fattore Ii Protrombinico G20210A  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs001,Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Valutazione Marcatore Specifico,12Altro Accesso Senza Oneri Per Ssn,3,Kgs001  Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Valutazione Marcatore Specifico  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs002,Seqgen Ampio Spettro X Policitemia Vera  Sospetto Diagnostico,12Altro Accesso Senza Oneri Per Ssn,1,Kgs002  Seqgen Ampio Spettro X Policitemia Vera  Sospetto Diagnostico  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs003,Seqgen Ampio Spettro X Leucemia Linfoblastica Acuta  Valutazione Marcatore Specifico,12Altro Accesso Senza Oneri Per Ssn,13,Kgs003  Seqgen Ampio Spettro X Leucemia Linfoblastica Acuta  Valutazione Marcatore Specifico  12Altro Accesso Senza Oneri Per Ssn,Media
Kgs004,Seqgen Ampio Spettro X Leucemia Mieloide Cronica  Sospetto Diagnostico,12Altro Accesso Senza Oneri Per Ssn,19,Kgs004  Seqgen Ampio Spettro X Leucemia Mieloide Cronica  Sospetto Diagnostico  12Altro Accesso Senza Oneri Per Ssn,Media
Kgs034,Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Followup,12Altro Accesso Senza Oneri Per Ssn,4,Kgs034  Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Followup  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs051,Seqgen Ampio Spettro X Altre Neoplasie Mieloproliferative Mdsmpn  Sospetto Diagnostico,12Altro Accesso Senza Oneri Per Ssn,1,Kgs051  Seqgen Ampio Spettro X Altre Neoplasie Mieloproliferative Mdsmpn  Sospetto Diagnostico  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs067,Seqgen Ampio Spettro X Linfomi Follicolari  Sospetto Diagnostico,12Altro Accesso Senza Oneri Per Ssn,1,Kgs067  Seqgen Ampio Spettro X Linfomi Follicolari  Sospetto Diagnostico  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kgs074,Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Sospetto Diagnostico,12Altro Accesso Senza Oneri Per Ssn,2,Kgs074  Seqgen Ampio Spettro X Leucemia Mieloide Acuta  Sospetto Diagnostico  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kim067,Anticorpi Anti Recettore Acetilcolina Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,3,Kim067  Anticorpi Anti Recettore Acetilcolina Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kor029,Renina Diretta Clinostatismo Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,4,Kor029  Renina Diretta Clinostatismo Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Kor030,Renina Diretta Ortostatismo Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,1,Kor030  Renina Diretta Ortostatismo Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi008,Bordetella Anticorpi Igg Igm Eo Iga Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,1,Ksi008  Bordetella Anticorpi Igg Igm Eo Iga Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi012,Chlamydia Pneumoniae Anticorpi Igg Igm Eo Iga Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,1,Ksi012  Chlamydia Pneumoniae Anticorpi Igg Igm Eo Iga Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi014,Chlamydia Trachomatis Anticorpi Igg Igm Eo Iga Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,1,Ksi014  Chlamydia Trachomatis Anticorpi Igg Igm Eo Iga Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi018,Leptospira Anticorpi Igg Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,2,Ksi018  Leptospira Anticorpi Igg Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi019,Leptospira Anticorpi Igm Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,2,Ksi019  Leptospira Anticorpi Igm Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi021,Mycoplasma Pneumoniae Anticorpi Igg Igmiga Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,2,Ksi021  Mycoplasma Pneumoniae Anticorpi Igg Igmiga Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi024,Treponema Pallidum Anticorpi Eiaclia Eo Tpha Tppa Pi  Vdrl Rpr Incluso Eventuale Titolazione Ed Eventuale Immunoblotting Sieroplasma,12Altro Accesso Senza Oneri Per Ssn,2,Ksi024  Treponema Pallidum Anticorpi Eiaclia Eo Tpha Tppa Pi  Vdrl Rpr Incluso Eventuale Titolazione Ed Eventuale Immunoblotting Sieroplasma  12Altro Accesso Senza Oneri Per Ssn,Bassa
Ksi037,Hhv Tipo 8 Dnapcr Qualiquantitativa Sangue,12Altro Accesso Senza Oneri Per Ssn,1,Ksi037  Hhv Tipo 8 Dnapcr Qualiquantitativa Sangue  12Altro Accesso Senza Oneri Per Ssn,Bassa
L002,,12Altro Accesso Senza Oneri Per Ssn,128,L002    12Altro Accesso Senza Oneri Per Ssn,Alta
P002,Profilo Autoimmunita  Connettiviti,12Altro Accesso Senza Oneri Per Ssn,9,P002  Profilo Autoimmunita  Connettiviti  12Altro Accesso Senza Oneri Per Ssn,Bassa
P006,Profilo Autoimmunita  Epatica,12Altro Accesso Senza Oneri Per Ssn,118,P006  Profilo Autoimmunita  Epatica  12Altro Accesso Senza Oneri Per Ssn,Alta
Q001,,12Altro Accesso Senza Oneri Per Ssn,6,Q001    12Altro Accesso Senza Oneri Per Ssn,Bassa
Q002,,12Altro Accesso Senza Oneri Per Ssn,30,Q002    12Altro Accesso Senza Oneri Per Ssn,Media
Q003,,12Altro Accesso Senza Oneri Per Ssn,30,Q003    12Altro Accesso Senza Oneri Per Ssn,Media
Q004,,12Altro Accesso Senza Oneri Per Ssn,30,Q004    12Altro Accesso Senza Oneri Per Ssn,Media
T001,,12Altro Accesso Senza Oneri Per Ssn,19,T001    12Altro Accesso Senza Oneri Per Ssn,Media
Xxx8009,,12Altro Accesso Senza Oneri Per Ssn,90,Xxx8009    12Altro Accesso Senza Oneri Per Ssn,Media
Xxx8096,,12Altro Accesso Senza Oneri Per Ssn,180,Xxx8096    12Altro Accesso Senza Oneri Per Ssn,Alta
Xxx8100,,12Altro Accesso Senza Oneri Per Ssn,70,Xxx8100    12Altro Accesso Senza Oneri Per Ssn,Media
Xxx8179,,12Altro Accesso Senza Oneri Per Ssn,56,Xxx8179    12Altro Accesso Senza Oneri Per Ssn,Media
Xxx8200,,12Altro Accesso Senza Oneri Per Ssn,49,Xxx8200    12Altro Accesso Senza Oneri Per Ssn,Media
Xxx8335,,12Altro Accesso Senza Oneri Per Ssn,209,Xxx8335    12Altro Accesso Senza Oneri Per Ssn,Alta
Xxx8336,,12Altro Accesso Senza Oneri Per Ssn,331,Xxx8336    12Altro Accesso Senza Oneri Per Ssn,Alta
Xxx8410,,12Altro Accesso Senza Oneri Per Ssn,103,Xxx8410    12Altro Accesso Senza Oneri Per Ssn,Alta
Z2,,12Altro Accesso Senza Oneri Per Ssn,328,Z2    12Altro Accesso Senza Oneri Per Ssn,Alta
Z96001,Medicazione Di Ferita,12Altro Accesso Senza Oneri Per Ssn,14,Z96001  Medicazione Di Ferita  12Altro Accesso Senza Oneri Per Ssn,Media
1001,Visita Urologica,94Pronto Soccorso Con Conseguente Richiesta Di Ricovero,415,1001  Visita Urologica  94Pronto Soccorso Con Conseguente Richiesta Di Ricovero,Alta
1003,Visita Traumatologica,94Pronto Soccorso Con Conseguente Richiesta Di Ricovero,327,1003  Visita Traumatologica  94Pronto Soccorso Con Conseguente Richiesta Di Ricovero,Alta
